row_id,atr_14,atr_7,bollinger,cci_14,cci_7,close,day,ema_100,ema_50,high,low,macd,month,open,rsi_14,rsi_7,sma_100,sma_50,truerange,volume,weekday,year,target
000a2692b1f002160d25f036e846a8fd1d743879896be80b1f78285b9414e1f5,0.57309175988925631,0.52533463563002125,32.056625149999995,105.20256808065226,77.340930686028713,32.514999000000003,20,30.69027320539454,31.643427771657361,32.744999,32.334999000000003,0.16346587524146011,5,32.5,57.307568695627751,64.135957702330415,30.697249970000001,31.70205,0.40999999999999659,145819600,2,2015,1
0016e8f559a02376e264e61e40158bcee3dca0158583cacb8d8f32ab2312d90a,3.544153489621797,3.4843967566251051,179.90599979999999,-67.632892832972786,-46.101844632709408,174.78999300000001,22,178.3150255791744,180.67757906450299,177.08000200000001,174.050003,-2.0761797809117013,9,174.66999799999999,41.745125649809893,39.69832946457101,181.90900038000001,183.39120052000001,3.1500090000000114,56725400,4,2023,1
00421c4b926dfc5129b5fab60545d04f764e898c316e1ea43809f2daf113b09d,0.70749362691152462,0.80556385041841427,28.524249999999999,-112.99982251977708,-65.52760506358517,27.352501,17,26.194563347640251,27.391422270645595,27.459999,26.704999999999998,-0.10357282955754241,12,26.780000999999999,43.731705217075252,39.207806510235926,26.05664999,27.27384996,0.77249899999999982,213647200,2,2014,1
005c3be173f25a435d5ec243c5750404c0096169f0cdb993ede5ebcbae053a1c,3.2946816737407691,3.1368581924658563,175.56600184999999,55.916795850482842,-33.773663671552157,178.720001,16,177.6166858374759,178.47977924781682,179.08000200000001,176.509995,0.21432867518274179,10,176.75,53.430882072132583,58.564302495445752,182.45640059999999,177.82600095999999,2.5700070000000039,52517000,0,2023,0
007982c56f10bd46af86c9603c3f5d83d883a7e618fc1777e9a13c4741440411,0.56316463052609611,0.52678856036868127,36.414374649999999,147.90163891602921,90.595793170137284,37.520000000000003,18,35.79756578995157,36.704339294596302,37.532501000000003,37.167499999999997,0.035530366374203398,7,37.299999,60.752116185850618,76.606106057106501,36.420549790000003,37.359699579999997,0.36500100000000651,71475200,1,2017,1
00887e016162a5134208ff5dbf4dfbe1e18c60d0104655b8a6232ea51a5a0c6a,0.56104418908334708,0.5271221721103746,32.126250050000003,85.635357578399748,59.611038628081225,32.945,28,30.897595569219519,31.865642145797011,32.987499,32.775002000000001,0.30037047816927748,5,32.965000000000003,58.284414447682813,61.058274830332977,30.940349940000001,31.877549980000001,0.2349960000000024,122933200,3,2015,0
00a147aaf2e6e5b67adb12937151e10a68981f285a3f55d381cb1250f321007c,0.75099130764349564,0.73730591106407473,24.3156249,-15.62907527657986,74.135075052592995,24.149999999999999,4,27.163500194054041,25.941109538608764,24.3325,23.797501,-0.6740226783340475,2,23.965,43.139244671581437,47.759904357897042,27.622449960000001,26.51384994,0.53499899999999911,185886800,3,2016,0
00bad1076b7ca1afb1932de266c4b17a1b764fa0f895484fd0945ddb1a1545ab,4.8032665569790467,5.0187433108299313,169.29850004999997,101.79651750160092,86.909395666126983,175.83999600000001,2,161.51151791632702,167.71167546345148,175.88000500000001,173.33000200000001,-0.1688160131558902,2,174.75,59.887264889283479,71.183343624236485,159.01180007000002,170.65120024000001,2.5500030000000038,84914300,2,2022,0
00c58d3349500feda385a54e74886a52e1e072555c7ed02544a7ffdf3dc1747d,1.0673690906147717,1.3029709415661188,51.431249999999999,97.827021581976879,43.351274063792985,52.107498,1,48.888783965315483,50.13811984063021,54.5075,51.685001,0.80914447372943243,8,53.474997999999999,57.306909515994143,53.141310864600108,49.063550069999998,49.164800100000001,2.8224990000000005,216071600,3,2019,0
00ca2dcf6b759b3ed0044bd2b4ae588dbfaac4f868e2e24c5b4df403d167104f,0.35667657476393688,0.37397170837553517,19.879643100000003,56.983015651370899,-40.224888466102527,21.154641999999999,7,19.243485962033983,19.635610227575331,21.331785,20.990355999999998,0.63158750718604395,5,21.258928000000001,69.971009689718713,70.001504503893145,19.31150002,19.359342980000001,0.34142900000000148,282864400,2,2014,0
