row_id,assetturnover,cashpershare,cashratio,companyequitymultiplier,currentratio,date,daysofsalesoutstanding,debtequityratio,debtratio,ebitperrevenue,effectivetaxrate,enterprisevaluemultiple,fixedassetturnover,freecashflowoperatingcashflowratio,freecashflowpershare,grossprofitmargin,name,netprofitmargin,operatingcashflowpershare,operatingcashflowsalesratio,operatingprofitmargin,payablesturnover,pretaxprofitmargin,quickratio,rating_agency_name,returnonassets,returnoncapitalemployed,returnonequity,sector,symbol,Rating
007dbe86ac0c0cdf22c4dfa3b49b969a4493fe753358076d6f76b98654faf73a,0.37419859300000002,5.6430155209999997,0.10278053600000001,5.2275204359999998,1.2894736840000001,2/9/2015,44.792450199999998,4.2275204359999998,0.80870471700000002,0.101546176,0.34293552799999999,9.8414469239999995,0.53526692499999995,-0.089841050000000006,-0.48041389499999998,1,CMS Energy Corporation,0.066443794,5.3473762010000003,0.20156010599999999,0.16046803200000001,2.2020648970000001,0.101546176,1.1956305860000001,Egan-Jones Ratings Company,0.024863173999999998,0.042455303,0.129972752,Public Utilities,CMS,5
00b280dfe4dab693aea5774ad0ab04be0faeb8ffbd870da094bf9ce3360ead42,0.44007437399999999,2.171479384,0.20664940300000001,2.9582295269999999,0.661795986,9/22/2015,44.232528080000002,1.881871421,0.63614787299999997,0.121731782,0.19660708900000001,7.1014644059999998,1.601560323,0.32392148599999998,1.1650183199999999,1,Orange,0.065911124000000001,3.5966071089999998,0.23677801000000001,0.114226066,0,0.082040957999999997,0.49144548199999999,Fitch Ratings,0.029005797,0.070167899000000006,0.085805804999999999,Public Utilities,ORAN,5
00d2189f941276ddfae81f9da5d1a21cf24ef649c948e3cdddb77c6f157abe00,0.455042112,3.3173559250000002,0.42124834,2.487894662,1.2427622840000001,11/3/2014,24.512881440000001,1.487894662,0.59805372199999995,0.34779889899999999,0.37912022099999998,10.79507282,0.518412863,0.411509817,3.3875822090000001,1,Union Pacific Corporation,0.215941304,8.2320811500000008,0.307862264,0.364890779,1.0714501970000001,0.34779889899999999,1.2183266930000001,Egan-Jones Ratings Company,0.098262387000000007,0.170435742,0.24446646799999999,Transportation,UNP,1
00e83d1ecfca89f8b102667ca509a115454e203447a4db9ba55654e0cc83a884,0.93380445700000003,19.659339360000001,0.22424498300000001,3.8618362589999999,1.017440304,6/24/2016,4.3799259700000004,2.8618362589999999,0.74105582599999997,0.27469679600000002,0.36452862400000002,6.9446033109999998,1.424684686,0.308404974,6.658452993,1,Allegiant Travel Company,0.17459681099999999,21.589966319999998,0.28947114099999999,0.29449020300000001,40.934274369999997,0.27469679600000002,0.89541738299999996,Standard & Poor's Ratings Services,0.16303928100000001,0.35996798200000002,0.62963100500000002,Transportation,ALGT,4
011b865b1ad1f9c4772aa4168a70aa6d7763d1b4657555fe99c5706935250ec8,0.214689081,16.860362200000001,0.87671832699999996,2.6524563109999999,2.2966149640000002,10/10/2016,63.366745539999997,1.6524563109999999,0.62299096300000001,0.017017766,1.274213142,3.854954609,21.75351594,0.97782488999999995,7.0098992600000001,0.81898960899999995,"AMAG Pharmaceuticals, Inc.",-0.0046664949999999997,7.1688697369999996,0.46274415499999999,0.148226525,26.143865359999999,0.017017766,2.146086162,Standard & Poor's Ratings Services,-0.001001846,0.0041813880000000003,-0.0026573510000000001,Health Care,AMAG,4
01316cd20093715623d503795f9e41d51b91f8371918482c37e3089c4adbe346,0.38147642399999998,5.4739431610000002,0.77846280300000004,2.2769090080000001,2.2186600900000002,10/28/2016,39.697304699999997,1.2566986739999999,0.55193188199999998,-0.024215624000000002,1.3072196620000001,20.817610009999999,4.0382653060000004,0.83152409900000002,5.5346362999999998,0.42840598000000002,NXP Semiconductors N.V.,0.021057065,6.6560143079999996,0.242472099,-0.016740366,5.5796505649999997,-0.068540745,1.2030415130000001,Standard & Poor's Ratings Services,0.0080327739999999995,-0.010238148000000001,0.018289895,Technology,NXPI,4
0165dfd70ed679ac2e5f68d70999e8374df1d0aa9fcf741b63c65c3ffabcfb94,0.20933854700000001,4.8278481009999998,0.40553191500000002,1.845640196,1.3544680849999999,6/11/2014,0,0.84564019599999996,0.45818258499999998,0.17856312499999999,0.72265625,4.4919666969999996,0.24614181299999999,1,24.898734180000002,1,Apache Corporation,0.16957296799999999,24.898734180000002,0.76222583899999996,0.16957296799999999,0,0.17856312499999999,0.405744681,Egan-Jones Ratings Company,0.035498159000000001,0.040465778000000001,0.065516827999999999,Energy,APA,0
0191c1c36319894f7b5a3d4b0b0e47600d3b048fa084ff29f4539387dc17a2dd,0.58433813099999998,5160.9579649999996,0.34269987899999999,1.3762183240000001,1.8113928450000001,11/5/2013,43.407321400000001,0.37621832399999999,0.273371105,0.27262647800000001,0.31801348299999999,0.022568415000000001,3.9596500849999998,-0.49632549500000001,-4912.74233,0.87627317100000002,Biogen Inc.,0.26865082800000001,9898.2268199999999,0.33828775,0.36287316600000002,3.9002969360000002,0.27262647800000001,1.1642833699999999,Egan-Jones Ratings Company,0.156982923,0.18702528700000001,0.21604277499999999,Health Care,BIIB,1
01e1ddf01dd8babc82a0c169c584c1ca43f52b1be9e9a222b2c2167d93006fac,1.070909093,18.54082172,0.33617981699999999,2.475604336,1.479165735,6/16/2014,6.1765848520000004,1.475604336,0.59605822900000005,0.14724690100000001,0.374290974,8.2798635879999996,2.205901892,0.098390962999999998,1.0230249259999999,1,Allegiant Travel Company,0.092629623999999994,10.397549639999999,0.19764894799999999,0.15533504000000001,24.36693421,0.14724690100000001,1.2659374990000001,Standard & Poor's Ratings Services,0.099197907000000002,0.22935234700000001,0.245574768,Transportation,ALGT,4
01e8d40130dca18da5ff532c2d7b138cec3f008c999f746026bd035d86a50d2a,0.61863469500000001,0.50245884100000004,0.019243529999999998,3.9605747330000001,0.82913072300000001,11/26/2013,44.34920975,2.9605747330000001,0.74751139200000005,0.035328613000000002,0.73684210500000002,12.31889842,1.1327770580000001,0.48228105900000001,2.53153731,0.91189301300000003,"Waste Management, Inc.",0.0070085099999999999,5.2490912979999997,0.17557033499999999,0.077165128999999999,1.6559139780000001,0.035328613000000002,0.64167219600000003,Standard & Poor's Ratings Services,0.0043357079999999997,0.025218234999999999,0.017171894,Public Utilities,WM,5
