row_id,assetturnover,cashpershare,cashratio,companyequitymultiplier,currentratio,day,daysofsalesoutstanding,debtequityratio,debtratio,ebitperrevenue,effectivetaxrate,enterprisevaluemultiple,fixedassetturnover,freecashflowoperatingcashflowratio,freecashflowpershare,grossprofitmargin,month,netprofitmargin,operatingcashflowpershare,operatingcashflowsalesratio,operatingprofitmargin,payablesturnover,pretaxprofitmargin,quickratio,rating agency name_dbrs,rating agency name_egan-jones ratings company,rating agency name_fitch ratings,rating agency name_moody's investors service,rating agency name_standard & poor's ratings services,returnonassets,returnoncapitalemployed,returnonequity,sector_basic industries,sector_capital goods,sector_consumer durables,sector_consumer non-durables,sector_consumer services,sector_energy,sector_finance,sector_health care,sector_miscellaneous,sector_public utilities,sector_technology,sector_transportation,year,rating
00321baf0dee7b80b282056cc7617508c7156ed81322cd6522a4bbb40be25704,1.099547066,4.6311018129999999,2.881555944,1.6987538680000001,4.4427447549999997,7,3.6281006539999998,0.69875386799999994,0.41133320200000001,0.073833617000000004,0.12128562800000001,7.6866477270000004,2.5287590579999999,0.63540753699999997,1.516736402,0.228082744,9,0.067072624999999997,2.387029289,0.153264082,0.091340557000000003,7.7378815080000001,0.073833617000000004,2.9995629369999999,False,False,False,False,True,0.073749508000000005,0.091489126000000004,0.12528226100000001,True,False,False,False,False,False,False,False,False,False,False,False,2016,4
003778ad4f922f05ea7b18818743e0ad6f78781c3ee198659f6e294dd5afd3cc,0.21006389,34.968673580000001,0.36946382700000002,4.649193898,1.1404929370000001,3,41.20067615,3.649193898,0.78490894899999997,0.15857194899999999,0.38042099400000001,6.6958906100000002,45.716713990000002,0.45658880299999999,9.8934214239999996,1,12,0.096249042000000007,21.668120999999999,0.397957012,0.205333083,0.242456691,0.15857194899999999,1.917525594,False,True,False,False,False,0.020218448,0.036314237999999999,0.093999484999999994,False,False,False,False,False,False,False,False,False,True,False,False,2014,0
003ccc8cf04f140c71f6e5c3db23718c4157c07907feb2970640263bcda7562d,4.4333058530000002,6.5913043480000004,0.16043459900000001,3.885329917,1.2353605190000001,20,0,2.885329917,0.74262159900000002,0.014076912,0.41479524400000001,7.3509447330000004,69.343649260000007,0.77636054399999999,2.6463768120000002,0.042221437000000001,3,0.0099393780000000004,3.408695652,0.010934246,0.016661708000000001,8.7848371140000001,0.014076912,0.16043459900000001,False,False,False,False,True,0.044064302999999999,0.15010906199999999,0.171204356,False,False,False,False,False,False,False,True,False,False,False,False,2013,0
00b04a7055b8dfd678dc744941a8987803148096ca65a6367a6d9ff18d1fbacc,1.908613482,3.7016068679999998,0.48804750699999999,2.7353168010000002,2.865715539,3,53.320640789999999,1.735316801,0.634411634,0.014501079,0.41850578399999999,11.72244128,7.6099602419999997,0.25698115999999999,0.29950737999999999,0.098815773999999995,9,0.016413589999999999,1.1654838059999999,0.019451817999999999,0.016413589999999999,14.96978578,0.014501079,1.642086151,False,True,False,False,False,0.031327199,0.036493959999999999,0.085689814000000003,True,False,False,False,False,False,False,False,False,False,False,False,2014,4
00b38f2eada13a8b605f3fb478dc8f513c83193d7b4965ecf15da553fa20eba2,0.0011475000000000001,3.2983156029999998,0.037094743999999999,1.34214323,0.92011745700000003,15,7386.0057470000002,0.34214323000000002,0.25492303799999999,54.597701149999999,0.38073684200000002,11.18531636,0.0015456090000000001,0.38540535999999997,2.046099291,1,5,33.810344829999998,5.3089539009999998,68.833333330000002,63.913793099999999,2.851637765,54.597701149999999,0.65691855899999996,False,True,False,False,False,0.038797366999999999,0.070398007999999998,0.052071623999999997,False,False,False,False,False,False,False,False,False,True,False,False,2015,0
00d4e768ba2b48d1bf52853d5c866f2fd2efa3003e9c3889e465b2a0e6af1630,1.0156881799999999,3.472479597,0.20481479299999999,2.0576987450000002,1.9134950589999999,15,43.2265315,1.0576987449999999,0.51402021200000003,0.123132935,0.23554552400000001,3.3742906910000001,12.82692952,1,9.8737818530000006,0.45782046599999998,6,0.093885951999999995,9.8737818530000006,0.114319112,0.131595356,8.0497146520000005,0.123132935,0.90067297599999996,False,False,False,True,False,0.095358851999999994,0.152311846,0.19621978900000001,False,False,False,True,False,False,False,False,False,False,False,False,2012,0
00f4bbcfeca3db5d9c2c8b3c351f5c8b5c68bb1f317b4dbdf8342683c2123985,2.2253082759999998,2.394251396,0.25711036399999998,4.7141503450000002,1.258978079,27,32.706648749999999,3.7141503450000002,0.78787269699999996,0.013950884,0.080023722000000005,5.8313811199999996,10.83859333,0.56161032099999997,0.94503178600000004,0.049481288999999998,9,0.011754653,1.6827179830000001,0.047325195,0.013950884,5.9880201240000002,0.013950884,0.59925673700000004,False,False,False,False,True,0.026157726999999999,0.074413242000000004,0.123311456,False,False,False,False,False,False,False,False,False,False,True,False,2013,4
00febd117000426b37a9aed5e4ef7a3f054e209f54321e3039a6063992e45522,1.095987802,0.98832403599999996,0.78406640100000002,1.461185427,2.2042313419999999,18,21.05160721,0.46118542699999998,0.31562416300000001,0.12153607399999999,0.367604033,6.684781074,3.74824366,0.53694241700000001,1.13942275,0.27554779000000001,9,0.076858922999999996,2.1220576229999999,0.146663187,0.13620374399999999,22.82008368,0.12153607399999999,1.627760396,False,False,False,True,False,0.084236441999999995,0.14554821000000001,0.123085061,False,False,False,True,False,False,False,False,False,False,False,False,2012,5
011733cd929279541b5541813040920e9ac78cbb1a109f54766c71658c92c7f1,0.336599592,3.6570999479999999,0.15214767600000001,2.7933738039999998,0.72890442600000005,15,3.5464982269999998,1.793373804,0.64200995999999999,0.14373845499999999,0.64289681200000004,9.2004299619999994,0.444652251,-0.23671831400000001,-1.943015377,1,6,0.145264166,8.2081328849999995,0.38074545100000001,0.248005163,0,0.14373845499999999,0.603547363,False,False,False,True,False,0.048895859,0.053759741999999999,0.13658441199999999,False,False,False,False,False,False,False,False,False,True,False,False,2012,5
0133c5c3226d60444b345b8b1c8979571a1d7d7a1121ddeb3fe27bd1efbe1a79,0.63829033099999999,2.5213673769999998,0.237603799,2.3023510040000001,1.6331433989999999,5,81.228608390000005,1.3023510039999999,0.56566136199999995,0.077467804000000001,-0.17313425299999999,11.506222429999999,6.3372599110000003,0.78100519000000002,2.4869537269999999,0.319786501,6,0.084787552000000002,3.1842985929999998,0.083416586000000001,0.088562033999999998,4.0313769160000001,0.077467804000000001,1.0381654330000001,False,False,False,True,False,0.054119075000000003,0.060113132,0.124601106,False,True,False,False,False,False,False,False,False,False,False,False,2015,4
