row_id,cb_person_cred_hist_length,credit_score,loan_amnt,loan_int_rate,loan_intent,loan_percent_income,person_age,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,previous_loan_defaults_on_file,loan_status
000020a09b71af422a750c1d1a46863527f30b355a889b44bb5965d842a4d58c,14,686,20000,6.1699999999999999,HOMEIMPROVEMENT,0.20000000000000001,40,Associate,18,female,MORTGAGE,98174,No,0
0000c5401a9a2aff64029aacc2968d54d0828bb034d424d6dd0b7a1a3f85d224,5,613,4000,8.9000000000000004,PERSONAL,0.20999999999999999,31,High School,7,female,MORTGAGE,19388,No,1
00027a8f0e86584e7e87e8c2a6d2a14be7035e312a2d6afca8a9fcb5a4b083c1,9,612,10000,6.9100000000000001,VENTURE,0.10000000000000001,30,High School,7,male,RENT,98411,Yes,0
000330e97bdbfe1a90fbb197ea2a1063eb2232f0d02d3c3a893d6d59113c57d2,6,639,1457,9.5199999999999996,VENTURE,0.02,28,Master,5,male,MORTGAGE,79151,Yes,0
0006600b75757f99bea77e3b553c7a0bf7aef63cd11ffc985ad7b093c0e65727,12,656,10971,13.949999999999999,PERSONAL,0.20999999999999999,38,Associate,18,male,RENT,51175,No,1
000691a3ded7d2a311c5e01142477dd16d8bb603b239e7dd3b75f1f9737a7a8a,4,662,20000,13.789999999999999,EDUCATION,0.20999999999999999,22,Master,0,male,RENT,93070,No,1
0006da6dba6086f165842c2b677cdaac0015795a4dbb105103940b894b112d87,13,643,10000,7.4900000000000002,HOMEIMPROVEMENT,0.12,42,High School,19,female,RENT,83976,No,0
0008188b97c153f020d25963f36372bbb72db2b6d7e195525bdcbf5072bcb74c,4,649,4000,14.06,VENTURE,0.070000000000000007,26,High School,3,female,RENT,53656,No,0
000a5cb854d5a6c46e3fd12afd4bbc8a711e8675892add378f8d5fb70acf65c7,4,669,7993,16.809999999999999,DEBTCONSOLIDATION,0.040000000000000001,27,Master,5,male,MORTGAGE,177894,No,1
000af33d87509d60935aa5076b70f8fb13ad8069dd998ac79b21068bad8988bd,30,666,5800,13.16,PERSONAL,0.089999999999999997,57,Associate,34,male,MORTGAGE,64312,No,0
000cb48f449c54a0d7c06e5a9468dd8cc0aa3842e619c38c45eb6badfc2d9b67,6,652,14125,9.7400000000000002,MEDICAL,0.35999999999999999,25,Associate,3,female,RENT,39745,No,1
000ddcd1885e5491a76fa0a28532d7aef13016073873496e2d1ed03741c8ba59,5,631,1790,7.5499999999999998,MEDICAL,0.01,28,Bachelor,4,male,RENT,123051,No,0
000de7655763c16200331ff9826b04b32a7bf95e46f750d2715e4577406624ea,7,517,28000,7.9000000000000004,MEDICAL,0.34999999999999998,26,Bachelor,0,male,RENT,78977,No,1
000e331c00ffe21350928612fb449091e9c7baadfc66b34bb676f3b1e2969fa6,10,704,2200,13.48,PERSONAL,0.12,29,Bachelor,4,female,RENT,19055,No,1
00171941cb7da1bd603ea4e532545c1e59d70dae2ad96f5f0ba38f34423290bf,2,651,10500,15.279999999999999,HOMEIMPROVEMENT,0.12,26,Bachelor,7,female,MORTGAGE,87330,No,0
00193db1d4978a92925d7cfcf44e22504bd20c343f26fe6bbdbc4c9013d0fd54,3,630,3000,9.7300000000000004,VENTURE,0.050000000000000003,24,High School,1,female,MORTGAGE,65988,Yes,0
0019411e68ee1c70a39ba1a4277a94f89dbc6c5f03430e74229ec4366ec49f45,2,589,16000,13.220000000000001,VENTURE,0.14999999999999999,22,Associate,0,male,MORTGAGE,107785,Yes,0
0019a4e8caa0493d445e1a50f5346a51d39c6fd6fcd4dd1a8e32394a8cf751a2,2,585,4000,11.01,MEDICAL,0.12,24,High School,1,male,RENT,34650,Yes,0
001b1c266a5cf6d4436e9bc0d802257cd57dc88037d1b61fadb8e9bf1b78f3ea,6,679,5000,11.710000000000001,PERSONAL,0.059999999999999998,33,High School,10,male,MORTGAGE,85062,Yes,0
001cb9caff99156717fbb82c54266553c4b63964c0f8ecf64dd45171a0a6cdae,8,486,9600,7.4900000000000002,MEDICAL,0.20000000000000001,28,High School,5,male,RENT,48122,Yes,0
001e5af0147e239a67ef6f62556613e695790eaa607ddcbf78a3e1308c7ed56b,2,627,12077,8.4299999999999997,MEDICAL,0.31,25,High School,2,female,RENT,39466,No,1
00202c6cba6e398bad43fcec77bc91218e834d46b591119630598f835ad913fb,4,666,10700,12.42,EDUCATION,0.13,26,High School,2,male,RENT,82620,Yes,0
0020e42533fa1231788ac4473bb1ed8e6d44ce5e594747ab2751c9a55ba27561,2,577,2000,13.99,MEDICAL,0.050000000000000003,26,High School,5,male,RENT,43030,Yes,0
0022ecc5ad5df43d0c6429e2d6790992396f84f3d53d6ece38c2f63e2175e1bf,4,649,4800,13.23,PERSONAL,0.089999999999999997,26,Associate,3,female,RENT,54693,Yes,0
0023a9c8cd2b4f220dd813e3142c6879c63f166a518b3da5e234a2adc3908016,5,607,5000,13.06,HOMEIMPROVEMENT,0.029999999999999999,28,Associate,8,male,MORTGAGE,144617,Yes,0
0023c194f8a656cdd77ecf5155d49a1aa3e1f03087cd92a24faab56c9bcba1e0,10,578,7250,8,MEDICAL,0.28000000000000003,30,Associate,6,male,RENT,25995,No,1
002fe254c818e6c64de134deebfd53a87da4b0510deac756ea94bd8da1ca0058,15,665,11700,8.7400000000000002,PERSONAL,0.059999999999999998,40,High School,20,male,MORTGAGE,211422,Yes,0
00301da9cf05619edd03de1d41fc51e0acb0917d93b51e432277522253952885,4,646,15000,8.8499999999999996,MEDICAL,0.31,23,Associate,0,female,RENT,48912,No,1
